Observation,HHSEX,AGE,EDUC,MARRIED,KIDS,LF,FAMSTRUCT,RACE,FOODHOME,FOODAWAY,FOODDELV,INCOME,WAGEINC,BUSSEFARMINC,INTDIVINC,KGINC,SSRETINC,TRANSFOTHINC,PENACCTWD,NORMINC,SAVED,BNKRUPLAST5,KNOWL
403,1,31,12,1,1,1,4,1,5200,5184,0,289614.0149,0,287588.7421,1761.987364,0,0,0,0,289614.0149,1,0,7
404,1,20,9,2,0,1,2,1,1300,960,0,9113.727743,9113.727743,0,0,0,0,0,0,9113.727743,1,0,6
405,2,70,13,2,0,0,3,1,4800,600,600,528596.2091,0,351384.8363,27088.02412,8465.640436,28353.81964,0,0,1518954.624,1,0,8
406,1,76,12,1,0,1,5,1,5200,7800,0,9883.331419,22075.47387,11544.05514,28657.61057,-3037.909248,55451.97013,-9.113727743,9760,9883.331419,1,0,8
407,2,66,11,2,0,0,3,1,1144,600,0,12151.63699,0,0,0,0,9032.71683,0,0,12151.63699,0,0,10
408,1,72,13,2,0,0,3,1,1560,1560,0,35037.21999,0,0,4536.611143,0,31391.72889,0,9400,35037.21999,1,0,10
409,2,41,14,2,0,1,2,1,5280,1560,0,66834.00345,60758.18495,0,0,0,6075.818495,0,0,66834.00345,1,0,1
410,1,68,12,1,0,0,5,1,2712,1560,0,47593.91155,8708.673176,0,0,0,39087.76565,0,0,47593.91155,1,0,5
411,1,69,10,1,0,0,5,2,2400,600,0,97415.62321,90732.22286,0,0,0,6683.400345,0,0,97415.62321,0,0,9
412,1,46,12,1,3,1,4,1,6000,3600,0,260247.5589,253159.104,0,0,0,7088.454911,0,7000,260247.5589,0,0,7
413,1,64,14,1,0,1,5,1,12720,4800,960,524140.6088,1174.658242,355637.9092,151.8954624,20921.06835,64808.73061,3017.656519,0,524140.6088,1,0,10
414,2,64,8,2,0,0,3,1,1200,192,0,13366.80069,0,0,0,0,8911.20046,6703.653073,0,13366.80069,0,0,10
415,1,71,10,1,1,1,4,1,5200,2600,0,60758.18495,38480.1838,0,0,0,22278.00115,0,0,60758.18495,1,0,10
416,1,41,14,1,4,1,4,1,9600,240,600,102276.278,102276.278,0,0,0,0,0,0,102276.278,1,0,5
417,2,41,12,2,0,1,2,2,1800,3600,0,34227.11086,0,30986.67433,0,0,0,0,0,34227.11086,1,0,7
418,2,35,10,2,0,1,2,2,1200,600,0,9316.255026,8101.091327,0,0,0,0,1215.163699,0,30379.09248,0,0,10
419,1,69,14,1,0,1,5,1,5304,2904,0,8886897.186,171540.6088,6232169.558,559177.8288,1079470.419,74124.98564,177211.3728,0,2140713.383,1,0,7
420,2,34,10,2,3,0,1,1,4632,0,0,14987.01895,0,0,0,0,0,15068.02987,0,14987.01895,0,0,5
421,1,65,12,2,0,1,3,1,5200,3600,0,86074.09535,65821.36703,0,0,0,20252.72832,0,20000,86074.09535,0,0,10
422,1,69,8,1,0,0,5,1,3144,936,0,298525.2154,12151.63699,0,10.12636416,260855.1407,34024.58357,0,0,33417.00172,0,0,10
423,1,60,9,1,0,1,5,1,6000,6000,0,36252.38369,30379.09248,8607.409535,8.101091327,-3037.909248,0,0,0,202527.2832,1,0,5
424,1,36,8,1,2,1,4,1,6000,3600,0,109364.7329,52859.62091,45163.58415,0,0,0,10835.20965,0,109364.7329,1,0,6
425,1,34,13,1,1,1,4,2,4800,2400,0,116453.1878,116453.1878,0,0,0,0,0,0,116453.1878,1,0,8
426,1,51,13,1,2,1,4,1,5400,960,0,73314.87651,40505.45663,31189.20161,550.8742102,230.8811028,0,0,0,101263.6416,1,0,9
427,1,49,11,1,2,1,4,1,15600,2400,0,60758.18495,60758.18495,0,0,0,0,0,0,101263.6416,0,0,9
428,1,58,6,1,0,1,5,1,6000,240,0,15999.65537,0,1215.163699,0,0,1215.163699,13569.32797,0,60758.18495,0,1,10
429,1,54,9,1,0,1,5,1,8400,2400,0,175186.0999,52657.09362,96200.45951,0,0,26328.54681,0,0,175186.0999,1,0,5
430,1,72,13,1,0,0,5,1,6720,6000,0,56606.37565,15189.54624,0,0,0,41619.35669,0,9900,89010.74095,1,0,8
431,2,59,12,2,1,0,1,2,3600,0,0,17214.81907,8101.091327,0,0,0,0,9113.727743,0,25315.9104,0,0,10
432,1,39,8,2,0,1,2,1,6240,7800,0,52657.09362,52657.09362,0,0,0,0,0,0,65821.36703,1,0,5
433,1,27,8,1,4,1,4,2,9312,480,0,43340.8386,25315.9104,0,0,0,0,15999.65537,0,43340.8386,0,0,8
434,1,40,8,1,2,1,4,1,5640,0,0,83846.29523,68454.22171,0,0,0,24708.32855,0,0,83846.29523,1,0,10
435,1,53,14,1,2,1,4,1,18200,28600,0,6750234.348,0,6582136.703,167085.0086,0,0,0,0,6750234.348,1,0,9
436,1,40,11,1,1,1,4,1,6000,1200,0,32606.89259,28961.40149,0,0,0,0,3442.963814,0,40505.45663,0,0,7
437,2,19,9,2,0,1,2,3,1040,2600,0,4232.820218,2025.272832,101.2636416,0,0,0,2612.601953,0,8101.091327,0,0,6
438,1,38,12,1,0,1,5,1,4800,240,0,34632.16542,32404.36531,0,0,0,0,2430.327398,0,34632.16542,0,0,8
439,1,25,13,1,1,1,4,1,2400,360,0,44150.94773,40505.45663,0,0,0,0,3848.01838,0,44150.94773,1,0,5
440,2,63,2,2,0,1,3,1,2760,840,0,62783.45778,25315.9104,0,0,0,40505.45663,0,0,62783.45778,0,0,8
441,1,43,12,2,0,1,2,1,3600,0,0,40505.45663,40505.45663,0,0,0,0,0,0,40505.45663,0,0,5
442,1,60,12,1,0,1,5,1,10296,5832,0,684967.5244,0,-1.012636416,968890.5227,-2977.151063,7108.707639,0,7020,684967.5244,1,0,7
443,2,21,9,2,0,1,2,1,600,0,4800,18024.9282,17619.87364,0,0,0,0,0,0,18024.9282,0,0,6
444,1,44,12,1,3,1,4,1,7200,3600,0,1017902.125,300550.4882,442927.1683,22480.52843,58530.38484,0,0,0,1017902.125,1,0,7
445,2,41,8,2,2,1,1,2,5200,240,0,41518.09305,35442.27456,0,0,0,0,6075.818495,0,41518.09305,1,0,7
446,1,47,13,1,2,1,4,5,9600,2080,0,172148.1907,172148.1907,0,0,0,0,0,0,202527.2832,0,0,8
447,1,64,11,1,0,1,5,1,6000,3600,0,196451.4647,64403.67605,1.012636416,2533.616312,567.0763929,128604.8248,0,0,196451.4647,1,0,9
448,1,41,12,1,2,1,4,1,4800,2400,0,141769.0982,141161.5164,12.15163699,0,0,0,540.7478461,0,141769.0982,1,0,7
449,1,68,8,1,0,1,5,1,5720,520,0,25315.9104,6865.674899,0,417.2062033,0,14581.96439,0,0,25315.9104,0,0,10
450,2,33,8,2,2,1,1,3,4200,1200,0,42530.72947,42530.72947,0,0,0,0,0,0,42530.72947,0,0,7
451,1,43,13,1,4,1,4,3,14400,2400,0,130630.0977,126579.552,0,101.2636416,0,0,3827.765652,0,130630.0977,0,0,10
452,1,63,13,1,0,1,5,1,7800,5200,0,297310.0517,192400.919,43745.89317,0,0,60758.18495,0,60000,297310.0517,1,0,5
453,1,47,14,1,2,1,4,1,14400,6000,0,205160.1379,69466.85813,152097.9897,101.2636416,0,0,0,0,205160.1379,1,0,7
454,2,59,12,2,0,0,3,1,1200,8400,1200,46176.22056,0,0,1093.647329,0,23088.11028,21062.83745,0,73922.45836,0,0,8
455,1,42,9,1,2,1,4,1,7200,2600,0,92149.91384,91137.27743,1012.636416,0,0,0,0,0,92149.91384,1,0,8
456,1,71,8,1,0,0,5,1,2600,1040,0,31189.20161,0,9113.727743,0,0,21467.89202,0,0,31189.20161,0,0,8
457,1,48,13,1,2,1,4,1,18200,11752,0,322625.9621,202527.2832,-92149.91385,128604.8248,-3037.909248,0,0,0,322625.9621,0,0,7
458,2,61,1,2,0,0,3,5,2400,0,0,14176.90982,0,0,0,0,0,14581.96439,0,37872.60195,0,0,-1
459,1,74,9,2,0,1,3,1,5200,3744,0,472394.888,222780.0115,209615.7381,9113.727743,0,30885.41068,0,4500,472394.888,1,0,6
460,1,63,14,1,1,0,4,1,12920,17040,0,7147187.823,1857175.187,4907236.071,313.9172889,0,37265.0201,0,0,7649455.485,1,0,10
461,1,36,14,1,1,1,4,1,10400,3000,0,192400.919,141769.0982,45568.63871,5063.182079,0,0,0,0,192400.919,1,0,8
462,1,73,13,1,0,0,5,1,5200,2600,0,99238.36875,0,0,5063.182079,-13164.27341,107339.4601,0,5000,107339.4601,0,0,10
463,1,26,4,1,2,1,4,3,5200,2080,0,30379.09248,30379.09248,0,0,0,0,0,0,45568.63871,0,0,5
464,1,70,9,2,0,0,3,2,6000,168,0,30986.67433,10126.36416,12819.97702,0,0,0,24748.834,0,50631.82079,0,0,10
465,1,32,12,1,1,1,4,3,5200,416,90,101263.6416,101263.6416,0,0,0,0,0,0,101263.6416,0,0,6
466,1,44,12,2,0,1,2,1,1352,2600,0,43543.36588,22278.00115,21265.36473,0,0,0,0,0,60758.18495,0,0,10
467,1,57,11,2,0,1,3,2,5200,0,0,40505.45663,40505.45663,0,0,0,0,0,0,45568.63871,0,0.4,10
468,1,84,13,1,0,0,5,1,7800,1560,0,99238.36875,0,20252.72832,22278.00115,0,49821.71166,0,1200,99238.36875,0,0,5
469,1,61,8,1,1,0,4,2,6000,936,0,66226.4216,65821.36703,0,0,0,0,303.7909248,0,66226.4216,0,1,10
470,1,37,12,1,3,1,4,1,13000,5200,0,828336.5882,192400.919,635935.6692,153.9207352,0,0,0,0,828336.5882,1,0,9
471,1,25,8,1,0,1,5,1,1800,960,0,38480.1838,38480.1838,0,0,0,0,0,0,38480.1838,0,0,5
472,2,45,14,2,0,1,2,1,1800,600,0,141769.0982,141769.0982,0,0,0,0,0,0,141769.0982,1,0,8
473,1,68,8,1,0,0,5,1,3000,9600,0,35847.32912,0,101.2636416,0,0,35847.32912,0,2400,35847.32912,1,0,8
474,1,75,13,1,0,1,5,1,2912,29000,0,27825020.91,80200.80414,-1012636.416,4182188.397,23776703.04,143389.3165,72099.71281,85800,15663257.55,1,0,9
475,1,64,12,1,0,1,5,2,11960,2600,0,213463.7565,136098.3343,46581.27513,0,0,30379.09248,0,0,192400.919,1,0,8
476,2,51,9,2,1,0,1,3,5400,240,0,28353.81964,0,0,0,0,19037.56462,8878.796094,0,28353.81964,1,0,10
477,1,39,12,1,1,1,4,1,7800,4200,0,78378.05859,64808.73062,13569.32797,0,0,0,0,0,88099.36818,0,0,9
478,1,33,1,2,0,1,2,3,7800,0,864,40505.45663,40505.45663,0,0,0,0,0,0,40505.45663,1,0,7
479,1,68,7,1,0,1,5,1,8400,1200,0,93162.55026,92149.91384,-18228.46812,0,0,19240.0919,0,0,93162.55026,0,0,8
480,1,35,12,2,0,1,2,1,2400,1040,0,7088.454911,7088.454911,0,0,0,0,0,0,18227.45549,1,0,6
481,1,70,14,1,0,1,5,1,5400,12000,0,555937.3923,506318.2079,0,1012.636416,0,48606.54796,0,0,555937.3923,0,0,9
482,2,55,13,2,0,1,3,5,3600,240,0,31999.31074,32201.83802,0,10.12636416,0,0,0,0,31999.31074,0,0,6
483,2,77,8,2,0,0,3,1,2080,0,0,30379.09248,0,0,0,0,25720.96496,4860.654796,6000,25720.96496,0,0,10
484,1,54,10,2,0,1,2,1,960,720,0,13164.27341,1822.745549,0,0,0,9883.331419,0,0,25315.9104,0,0,5
485,1,29,12,1,0,1,5,1,4800,1800,0,77770.47674,76960.36761,0,0,0,0,384.801838,0,77770.47674,1,0,4
486,1,70,8,1,1,1,4,3,4800,792,0,56707.63929,16607.23722,35442.27455,0,0,9113.727743,0,0,71492.13096,0,0,8
487,1,45,12,1,1,1,4,1.8,7200,4800,0,164654.6812,144199.4256,0,0,0,20252.72832,0,20000,218121.884,1,0,5
488,1,59,13,1,0,1,5,1,7800,5200,0,1565535.899,295284.7789,701959.5635,28495.58874,25315.9104,0,0,0,1565535.899,1,0,8
489,1,56,9,1,0,1,5,1,3600,1200,0,82023.54968,17214.81907,64808.73062,0,0,0,0,0,82023.54968,1,0,9
490,2,83,12,2,0,0,3,1,1200,1200,0,171743.1361,0,9883.331419,15037.65078,2470.832855,105516.7145,0,44000,171743.1361,1,0,8
491,1,76,12,1,0,0,5,1,5720,1200,0,141161.5164,0,0,15189.54624,0,125971.9701,0,24400,141161.5164,0,0,7
492,1,25,8,1,0,1,5,1,2400,1200,0,106934.4055,106124.2964,0,0,0,0,876.9431361,0,106934.4055,0,0,7
493,2,39,9,2,1,1,1,1,3600,240,0,12961.74612,0,0,0,0,0,12657.9552,0,12961.74612,0,0,10
494,1,70,12,1,0,1,5,1,4800,2400,0,187540.2642,116453.1878,8911.20046,506.3182079,0,61770.82137,0,0,187540.2642,1,0,6
495,1,25,9,2,0,1,2,3,2400,600,0,35442.27456,35442.27456,0,0,0,0,0,0,35442.27456,0,0,8
496,1,60,9,2,0,1,3,1,3744,2600,0,28151.29236,0,13063.00976,0,0,1437.943711,0,0,28151.29236,1,0,9
497,1,77,12,1,0,0,5,1,3600,1800,0,105921.7691,0,0,7825.654222,10855.46238,91744.85928,0,14600,105921.7691,0,0,10
498,2,59,8,2,0,0,3,3,1800,600,0,6075.818495,3827.765652,0,0,0,0,3685.996554,0,14987.01895,0,0,5
499,1,47,10,2,0,1,2,1,3600,960,0,30379.09248,30379.09248,0,0,0,0,0,0,44556.0023,0,0,8
500,1,29,8,2,0,1,2,2,9048,1560,0,31391.72889,31391.72889,0,0,0,0,0,0,31391.72889,1,0,10
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
